"Team 1","Team 2","Team 3",Overall
"Buffalo Bills","Houston Texans","Las Vegas Raiders",92.14
"Buffalo Bills","Houston Texans","Los Angeles Chargers",91.98
"Buffalo Bills","Houston Texans","Los Angeles Rams",91.77
"Buffalo Bills","Houston Texans","Miami Dolphins",92.08
"Buffalo Bills","Houston Texans","Minnesota Vikings",91.73
"Buffalo Bills","Houston Texans","New England Patriots",91.67
"Buffalo Bills","Houston Texans","New Orleans Saints",91.72
"Buffalo Bills","Houston Texans","New York Giants",92.15
"Buffalo Bills","Houston Texans","New York Jets",91.98
"Buffalo Bills","Houston Texans","Philadelphia Eagles",92.15
"Buffalo Bills","Houston Texans","Pittsburgh Steelers",92.10
"Buffalo Bills","Houston Texans","San Francisco 49ers",92.59
"Buffalo Bills","Houston Texans","Seattle Seahawks",91.70
"Buffalo Bills","Houston Texans","Tampa Bay Buccaneers",92.22
"Buffalo Bills","Houston Texans","Tennessee Titans",92.40
"Buffalo Bills","Houston Texans","Washington Commanders",92.23
"Buffalo Bills","Indianapolis Colts","Jacksonville Jaguars",91.80
"Buffalo Bills","Indianapolis Colts","Kansas City Chiefs",92.29
"Buffalo Bills","Indianapolis Colts","Las Vegas Raiders",92.31
"Buffalo Bills","Indianapolis Colts","Los Angeles Chargers",91.82
"Buffalo Bills","Indianapolis Colts","Los Angeles Rams",91.98
"Buffalo Bills","Indianapolis Colts","Miami Dolphins",92.52
"Buffalo Bills","Indianapolis Colts","Minnesota Vikings",91.62
"Buffalo Bills","Indianapolis Colts","New England Patriots",91.89
"Buffalo Bills","Indianapolis Colts","New Orleans Saints",92.00
"Buffalo Bills","Indianapolis Colts","New York Giants",92.23
"Buffalo Bills","Indianapolis Colts","New York Jets",91.80
"Buffalo Bills","Indianapolis Colts","Philadelphia Eagles",92.04
"Buffalo Bills","Indianapolis Colts","Pittsburgh Steelers",92.08
"Buffalo Bills","Indianapolis Colts","San Francisco 49ers",92.70
"Buffalo Bills","Indianapolis Colts","Seattle Seahawks",92.03
"Buffalo Bills","Indianapolis Colts","Tampa Bay Buccaneers",92.26
"Buffalo Bills","Indianapolis Colts","Tennessee Titans",92.20
"Buffalo Bills","Indianapolis Colts","Washington Commanders",92.23
"Buffalo Bills","Jacksonville Jaguars","Kansas City Chiefs",91.84
"Buffalo Bills","Jacksonville Jaguars","Las Vegas Raiders",92.01
"Buffalo Bills","Jacksonville Jaguars","Los Angeles Chargers",91.58
"Buffalo Bills","Jacksonville Jaguars","Los Angeles Rams",91.50
"Buffalo Bills","Jacksonville Jaguars","Miami Dolphins",91.99
"Buffalo Bills","Jacksonville Jaguars","Minnesota Vikings",91.57
"Buffalo Bills","Jacksonville Jaguars","New England Patriots",91.70
"Buffalo Bills","Jacksonville Jaguars","New Orleans Saints",91.63
"Buffalo Bills","Jacksonville Jaguars","New York Giants",91.99
"Buffalo Bills","Jacksonville Jaguars","New York Jets",91.71
"Buffalo Bills","Jacksonville Jaguars","Philadelphia Eagles",91.84
"Buffalo Bills","Jacksonville Jaguars","Pittsburgh Steelers",91.83
"Buffalo Bills","Jacksonville Jaguars","San Francisco 49ers",92.59
"Buffalo Bills","Jacksonville Jaguars","Seattle Seahawks",91.71
"Buffalo Bills","Jacksonville Jaguars","Tampa Bay Buccaneers",91.97
"Buffalo Bills","Jacksonville Jaguars","Tennessee Titans",92.05
"Buffalo Bills","Jacksonville Jaguars","Washington Commanders",92.03
"Buffalo Bills","Kansas City Chiefs","Las Vegas Raiders",92.30
"Buffalo Bills","Kansas City Chiefs","Los Angeles Chargers",92.10
"Buffalo Bills","Kansas City Chiefs","Los Angeles Rams",92.02
"Buffalo Bills","Kansas City Chiefs","Miami Dolphins",92.30
"Buffalo Bills","Kansas City Chiefs","Minnesota Vikings",92.12
"Buffalo Bills","Kansas City Chiefs","New England Patriots",92.11
"Buffalo Bills","Kansas City Chiefs","New Orleans Saints",91.80
"Buffalo Bills","Kansas City Chiefs","New York Giants",92.34
"Buffalo Bills","Kansas City Chiefs","New York Jets",92.15
"Buffalo Bills","Kansas City Chiefs","Philadelphia Eagles",92.25
"Buffalo Bills","Kansas City Chiefs","Pittsburgh Steelers",92.03
"Buffalo Bills","Kansas City Chiefs","San Francisco 49ers",92.71
"Buffalo Bills","Kansas City Chiefs","Seattle Seahawks",92.13
"Buffalo Bills","Kansas City Chiefs","Tampa Bay Buccaneers",92.16
"Buffalo Bills","Kansas City Chiefs","Tennessee Titans",92.49
"Buffalo Bills","Kansas City Chiefs","Washington Commanders",92.22
"Buffalo Bills","Las Vegas Raiders","Los Angeles Chargers",92.03
"Buffalo Bills","Las Vegas Raiders","Los Angeles Rams",92.31
"Buffalo Bills","Las Vegas Raiders","Miami Dolphins",92.43
"Buffalo Bills","Las Vegas Raiders","Minnesota Vikings",91.99
"Buffalo Bills","Las Vegas Raiders","New England Patriots",92.11
"Buffalo Bills","Las Vegas Raiders","New Orleans Saints",92.09
"Buffalo Bills","Las Vegas Raiders","New York Giants",92.53
"Buffalo Bills","Las Vegas Raiders","New York Jets",92.30
"Buffalo Bills","Las Vegas Raiders","Philadelphia Eagles",92.40
"Buffalo Bills","Las Vegas Raiders","Pittsburgh Steelers",92.35
"Buffalo Bills","Las Vegas Raiders","San Francisco 49ers",92.65
"Buffalo Bills","Las Vegas Raiders","Seattle Seahawks",92.01
"Buffalo Bills","Las Vegas Raiders","Tampa Bay Buccaneers",92.25
"Buffalo Bills","Las Vegas Raiders","Tennessee Titans",92.31
"Buffalo Bills","Las Vegas Raiders","Washington Commanders",92.21
"Buffalo Bills","Los Angeles Chargers","Los Angeles Rams",91.79
"Buffalo Bills","Los Angeles Chargers","Miami Dolphins",92.30
"Buffalo Bills","Los Angeles Chargers","Minnesota Vikings",91.71
"Buffalo Bills","Los Angeles Chargers","New England Patriots",91.96
"Buffalo Bills","Los Angeles Chargers","New Orleans Saints",92.00
"Buffalo Bills","Los Angeles Chargers","New York Giants",92.01
"Buffalo Bills","Los Angeles Chargers","New York Jets",91.70
"Buffalo Bills","Los Angeles Chargers","Philadelphia Eagles",91.88
"Buffalo Bills","Los Angeles Chargers","Pittsburgh Steelers",92.01
"Buffalo Bills","Los Angeles Chargers","San Francisco 49ers",92.65
"Buffalo Bills","Los Angeles Chargers","Seattle Seahawks",91.81
"Buffalo Bills","Los Angeles Chargers","Tampa Bay Buccaneers",92.02
"Buffalo Bills","Los Angeles Chargers","Tennessee Titans",91.90
"Buffalo Bills","Los Angeles Chargers","Washington Commanders",92.08
"Buffalo Bills","Los Angeles Rams","Miami Dolphins",92.21
"Buffalo Bills","Los Angeles Rams","Minnesota Vikings",91.80
"Buffalo Bills","Los Angeles Rams","New England Patriots",91.87
"Buffalo Bills","Los Angeles Rams","New Orleans Saints",91.80
"Buffalo Bills","Los Angeles Rams","New York Giants",92.02
"Buffalo Bills","Los Angeles Rams","New York Jets",91.68
"Buffalo Bills","Los Angeles Rams","Philadelphia Eagles",91.94
"Buffalo Bills","Los Angeles Rams","Pittsburgh Steelers",92.07
"Buffalo Bills","Los Angeles Rams","San Francisco 49ers",92.82
"Buffalo Bills","Los Angeles Rams","Seattle Seahawks",91.95
"Buffalo Bills","Los Angeles Rams","Tampa Bay Buccaneers",92.21
"Buffalo Bills","Los Angeles Rams","Tennessee Titans",92.17
"Buffalo Bills","Los Angeles Rams","Washington Commanders",92.14
"Buffalo Bills","Miami Dolphins","Minnesota Vikings",92.40
"Buffalo Bills","Miami Dolphins","New England Patriots",92.09
"Buffalo Bills","Miami Dolphins","New Orleans Saints",91.99
"Buffalo Bills","Miami Dolphins","New York Giants",92.33
"Buffalo Bills","Miami Dolphins","New York Jets",92.34
"Buffalo Bills","Miami Dolphins","Philadelphia Eagles",92.50
"Buffalo Bills","Miami Dolphins","Pittsburgh Steelers",92.33
"Buffalo Bills","Miami Dolphins","San Francisco 49ers",92.74
"Buffalo Bills","Miami Dolphins","Seattle Seahawks",92.05
"Buffalo Bills","Miami Dolphins","Tampa Bay Buccaneers",92.22
"Buffalo Bills","Miami Dolphins","Tennessee Titans",92.68
"Buffalo Bills","Miami Dolphins","Washington Commanders",92.42
"Buffalo Bills","Minnesota Vikings","New England Patriots",91.69
"Buffalo Bills","Minnesota Vikings","New Orleans Saints",91.86
"Buffalo Bills","Minnesota Vikings","New York Giants",92.18
"Buffalo Bills","Minnesota Vikings","New York Jets",91.88
"Buffalo Bills","Minnesota Vikings","Philadelphia Eagles",91.89
"Buffalo Bills","Minnesota Vikings","Pittsburgh Steelers",92.04
"Buffalo Bills","Minnesota Vikings","San Francisco 49ers",92.59
"Buffalo Bills","Minnesota Vikings","Seattle Seahawks",91.86
"Buffalo Bills","Minnesota Vikings","Tampa Bay Buccaneers",92.12
"Buffalo Bills","Minnesota Vikings","Tennessee Titans",91.94
"Buffalo Bills","Minnesota Vikings","Washington Commanders",92.15
"Buffalo Bills","New England Patriots","New Orleans Saints",91.65
"Buffalo Bills","New England Patriots","New York Giants",92.10
"Buffalo Bills","New England Patriots","New York Jets",91.98
"Buffalo Bills","New England Patriots","Philadelphia Eagles",92.23
"Buffalo Bills","New England Patriots","Pittsburgh Steelers",92.09
"Buffalo Bills","New England Patriots","San Francisco 49ers",92.37
"Buffalo Bills","New England Patriots","Seattle Seahawks",91.74
"Buffalo Bills","New England Patriots","Tampa Bay Buccaneers",91.98
"Buffalo Bills","New England Patriots","Tennessee Titans",92.33
"Buffalo Bills","New England Patriots","Washington Commanders",92.19
"Buffalo Bills","New Orleans Saints","New York Giants",92.15
"Buffalo Bills","New Orleans Saints","New York Jets",91.89
"Buffalo Bills","New Orleans Saints","Philadelphia Eagles",92.08
"Buffalo Bills","New Orleans Saints","Pittsburgh Steelers",91.83
"Buffalo Bills","New Orleans Saints","San Francisco 49ers",92.46
"Buffalo Bills","New Orleans Saints","Seattle Seahawks",91.71
"Buffalo Bills","New Orleans Saints","Tampa Bay Buccaneers",91.90
"Buffalo Bills","New Orleans Saints","Tennessee Titans",92.35
"Buffalo Bills","New Orleans Saints","Washington Commanders",91.94
"Buffalo Bills","New York Giants","New York Jets",91.99
"Buffalo Bills","New York Giants","Philadelphia Eagles",92.14
"Buffalo Bills","New York Giants","Pittsburgh Steelers",92.15
"Buffalo Bills","New York Giants","San Francisco 49ers",92.69
"Buffalo Bills","New York Giants","Seattle Seahawks",92.00
"Buffalo Bills","New York Giants","Tampa Bay Buccaneers",92.28
"Buffalo Bills","New York Giants","Tennessee Titans",92.30
"Buffalo Bills","New York Giants","Washington Commanders",92.38
"Buffalo Bills","New York Jets","Philadelphia Eagles",91.90
"Buffalo Bills","New York Jets","Pittsburgh Steelers",92.06
"Buffalo Bills","New York Jets","San Francisco 49ers",92.71
"Buffalo Bills","New York Jets","Seattle Seahawks",91.90
"Buffalo Bills","New York Jets","Tampa Bay Buccaneers",92.11
"Buffalo Bills","New York Jets","Tennessee Titans",92.02
"Buffalo Bills","New York Jets","Washington Commanders",92.08
"Buffalo Bills","Philadelphia Eagles","Pittsburgh Steelers",92.05
"Buffalo Bills","Philadelphia Eagles","San Francisco 49ers",92.84
"Buffalo Bills","Philadelphia Eagles","Seattle Seahawks",92.20
"Buffalo Bills","Philadelphia Eagles","Tampa Bay Buccaneers",92.35
"Buffalo Bills","Philadelphia Eagles","Tennessee Titans",92.08
"Buffalo Bills","Philadelphia Eagles","Washington Commanders",92.33
"Buffalo Bills","Pittsburgh Steelers","San Francisco 49ers",92.70
"Buffalo Bills","Pittsburgh Steelers","Seattle Seahawks",91.95
"Buffalo Bills","Pittsburgh Steelers","Tampa Bay Buccaneers",92.22
"Buffalo Bills","Pittsburgh Steelers","Tennessee Titans",92.25
"Buffalo Bills","Pittsburgh Steelers","Washington Commanders",92.30
"Buffalo Bills","San Francisco 49ers","Seattle Seahawks",92.39
"Buffalo Bills","San Francisco 49ers","Tampa Bay Buccaneers",92.58
"Buffalo Bills","San Francisco 49ers","Tennessee Titans",92.89
"Buffalo Bills","San Francisco 49ers","Washington Commanders",92.59
"Buffalo Bills","Seattle Seahawks","Tampa Bay Buccaneers",91.95
"Buffalo Bills","Seattle Seahawks","Tennessee Titans",92.22
"Buffalo Bills","Seattle Seahawks","Washington Commanders",92.02
"Buffalo Bills","Tampa Bay Buccaneers","Tennessee Titans",92.40
"Buffalo Bills","Tampa Bay Buccaneers","Washington Commanders",92.10
"Buffalo Bills","Tennessee Titans","Washington Commanders",92.42
"Carolina Panthers","Chicago Bears","Cincinnati Bengals",92.49
"Carolina Panthers","Chicago Bears","Cleveland Browns",92.49
"Carolina Panthers","Chicago Bears","Dallas Cowboys",92.50
"Carolina Panthers","Chicago Bears","Denver Broncos",92.27
"Carolina Panthers","Chicago Bears","Detroit Lions",92.42
"Carolina Panthers","Chicago Bears","Green Bay Packers",92.25
"Carolina Panthers","Chicago Bears","Houston Texans",92.57
"Carolina Panthers","Chicago Bears","Indianapolis Colts",92.74
"Carolina Panthers","Chicago Bears","Jacksonville Jaguars",92.13
"Carolina Panthers","Chicago Bears","Kansas City Chiefs",92.47
"Carolina Panthers","Chicago Bears","Las Vegas Raiders",92.55
"Carolina Panthers","Chicago Bears","Los Angeles Chargers",92.24
"Carolina Panthers","Chicago Bears","Los Angeles Rams",92.40
"Carolina Panthers","Chicago Bears","Miami Dolphins",92.52
"Carolina Panthers","Chicago Bears","Minnesota Vikings",92.40
"Carolina Panthers","Chicago Bears","New England Patriots",92.67
"Carolina Panthers","Chicago Bears","New Orleans Saints",92.42
"Carolina Panthers","Chicago Bears","New York Giants",92.50
"Carolina Panthers","Chicago Bears","New York Jets",92.39
"Carolina Panthers","Chicago Bears","Philadelphia Eagles",92.49
"Carolina Panthers","Chicago Bears","Pittsburgh Steelers",92.36
"Carolina Panthers","Chicago Bears","San Francisco 49ers",93.10
"Carolina Panthers","Chicago Bears","Seattle Seahawks",92.37
"Carolina Panthers","Chicago Bears","Tampa Bay Buccaneers",92.44
"Carolina Panthers","Chicago Bears","Tennessee Titans",92.53
"Carolina Panthers","Chicago Bears","Washington Commanders",92.57
"Carolina Panthers","Cincinnati Bengals","Cleveland Browns",91.62
"Carolina Panthers","Cincinnati Bengals","Dallas Cowboys",92.48
"Carolina Panthers","Cincinnati Bengals","Denver Broncos",91.71
"Carolina Panthers","Cincinnati Bengals","Detroit Lions",91.99
"Carolina Panthers","Cincinnati Bengals","Green Bay Packers",91.69
"Carolina Panthers","Cincinnati Bengals","Houston Texans",91.65
"Carolina Panthers","Cincinnati Bengals","Indianapolis Colts",91.92
"Carolina Panthers","Cincinnati Bengals","Jacksonville Jaguars",91.64
"Carolina Panthers","Cincinnati Bengals","Kansas City Chiefs",91.88
"Carolina Panthers","Cincinnati Bengals","Las Vegas Raiders",92.08
"Carolina Panthers","Cincinnati Bengals","Los Angeles Chargers",91.58
"Carolina Panthers","Cincinnati Bengals","Los Angeles Rams",91.81
"Carolina Panthers","Cincinnati Bengals","Miami Dolphins",92.21
"Carolina Panthers","Cincinnati Bengals","Minnesota Vikings",91.75
"Carolina Panthers","Cincinnati Bengals","New England Patriots",91.91
"Carolina Panthers","Cincinnati Bengals","New Orleans Saints",91.47
"Carolina Panthers","Cincinnati Bengals","New York Giants",91.82
"Carolina Panthers","Cincinnati Bengals","New York Jets",91.50
"Carolina Panthers","Cincinnati Bengals","Philadelphia Eagles",91.96
"Carolina Panthers","Cincinnati Bengals","Pittsburgh Steelers",92.02
"Carolina Panthers","Cincinnati Bengals","San Francisco 49ers",92.60
"Carolina Panthers","Cincinnati Bengals","Seattle Seahawks",91.63
"Carolina Panthers","Cincinnati Bengals","Tampa Bay Buccaneers",92.06
"Carolina Panthers","Cincinnati Bengals","Tennessee Titans",92.00
"Carolina Panthers","Cincinnati Bengals","Washington Commanders",92.23
"Carolina Panthers","Cleveland Browns","Dallas Cowboys",92.35
"Carolina Panthers","Cleveland Browns","Denver Broncos",91.92
"Carolina Panthers","Cleveland Browns","Detroit Lions",91.87
"Carolina Panthers","Cleveland Browns","Green Bay Packers",91.82
"Carolina Panthers","Cleveland Browns","Houston Texans",91.99
"Carolina Panthers","Cleveland Browns","Indianapolis Colts",91.86
"Carolina Panthers","Cleveland Browns","Jacksonville Jaguars",91.28
"Carolina Panthers","Cleveland Browns","Kansas City Chiefs",91.93
"Carolina Panthers","Cleveland Browns","Las Vegas Raiders",92.15
"Carolina Panthers","Cleveland Browns","Los Angeles Chargers",91.56
"Carolina Panthers","Cleveland Browns","Los Angeles Rams",91.88
"Carolina Panthers","Cleveland Browns","Miami Dolphins",92.36
"Carolina Panthers","Cleveland Browns","Minnesota Vikings",91.81
"Carolina Panthers","Cleveland Browns","New England Patriots",91.84
"Carolina Panthers","Cleveland Browns","New Orleans Saints",91.90
"Carolina Panthers","Cleveland Browns","New York Giants",91.83
"Carolina Panthers","Cleveland Browns","New York Jets",91.74
"Carolina Panthers","Cleveland Browns","Philadelphia Eagles",91.80
"Carolina Panthers","Cleveland Browns","Pittsburgh Steelers",92.22
"Carolina Panthers","Cleveland Browns","San Francisco 49ers",92.74
"Carolina Panthers","Cleveland Browns","Seattle Seahawks",91.84
"Carolina Panthers","Cleveland Browns","Tampa Bay Buccaneers",92.14
"Carolina Panthers","Cleveland Browns","Tennessee Titans",91.77
"Carolina Panthers","Cleveland Browns","Washington Commanders",92.25
"Carolina Panthers","Dallas Cowboys","Denver Broncos",92.15
"Carolina Panthers","Dallas Cowboys","Detroit Lions",91.96
"Carolina Panthers","Dallas Cowboys","Green Bay Packers",92.19
"Carolina Panthers","Dallas Cowboys","Houston Texans",92.59
"Carolina Panthers","Dallas Cowboys","Indianapolis Colts",92.60
"Carolina Panthers","Dallas Cowboys","Jacksonville Jaguars",91.93
"Carolina Panthers","Dallas Cowboys","Kansas City Chiefs",92.12
"Carolina Panthers","Dallas Cowboys","Las Vegas Raiders",92.41
"Carolina Panthers","Dallas Cowboys","Los Angeles Chargers",91.99
"Carolina Panthers","Dallas Cowboys","Los Angeles Rams",92.43
"Carolina Panthers","Dallas Cowboys","Miami Dolphins",92.19
"Carolina Panthers","Dallas Cowboys","Minnesota Vikings",92.05
"Carolina Panthers","Dallas Cowboys","New England Patriots",92.38
"Carolina Panthers","Dallas Cowboys","New Orleans Saints",92.30
"Carolina Panthers","Dallas Cowboys","New York Giants",92.17
"Carolina Panthers","Dallas Cowboys","New York Jets",92.24
"Carolina Panthers","Dallas Cowboys","Philadelphia Eagles",92.51
"Carolina Panthers","Dallas Cowboys","Pittsburgh Steelers",92.20
"Carolina Panthers","Dallas Cowboys","San Francisco 49ers",92.72
"Carolina Panthers","Dallas Cowboys","Seattle Seahawks",92.10
"Carolina Panthers","Dallas Cowboys","Tampa Bay Buccaneers",92.10
"Carolina Panthers","Dallas Cowboys","Tennessee Titans",92.39
"Carolina Panthers","Dallas Cowboys","Washington Commanders",92.50
"Carolina Panthers","Denver Broncos","Detroit Lions",91.54
"Carolina Panthers","Denver Broncos","Green Bay Packers",91.71
"Carolina Panthers","Denver Broncos","Houston Texans",91.94
"Carolina Panthers","Denver Broncos","Indianapolis Colts",92.39
"Carolina Panthers","Denver Broncos","Jacksonville Jaguars",91.42
"Carolina Panthers","Denver Broncos","Kansas City Chiefs",91.61
"Carolina Panthers","Denver Broncos","Las Vegas Raiders",92.20
"Carolina Panthers","Denver Broncos","Los Angeles Chargers",91.84
